msrp,invoice,disp,cyl,hp,weight,wheelbase,length,width,sports,suv,wagon,minivan,pickup,AWD,RWD,coupe,sedan,mpgclass,cmpg,hmpg
24225,22222,3.8,6,200,3434,111,198,73,0,0,0,0,0,0,0,1,0,1,18,28
23699,22307,2.7,6,185,3682,110,187,70,0,1,0,0,0,0,0,0,0,1,18,22
22515,20907,3,6,201,3346,103,173,70,0,1,0,0,0,1,0,0,0,1,18,23
18760,17070,2.8,4,175,3623,111,205,68,0,0,0,0,1,1,0,0,0,1,18,23
192465,173560,3.6,6,477,3131,93,175,72,1,0,0,0,0,0,1,1,0,0,17,24
89765,79978,3.2,6,290,3153,100,174,71,1,0,0,0,0,0,1,1,0,0,17,24
84165,72206,3.6,6,315,3240,93,175,72,1,0,0,0,0,1,0,1,0,0,17,24
76200,70546,4.6,8,320,3647,106,178,72,1,0,0,0,0,0,1,1,0,0,17,25
74995,68306,4.2,8,390,3948,119,200,73,0,0,0,0,0,0,1,0,1,0,17,24
69190,64740,4.2,8,330,4399,121,204,75,0,0,0,0,0,1,0,0,1,0,17,24
63120,57499,4.2,8,390,4046,115,192,72,0,0,0,0,0,0,1,0,1,0,17,24
56170,52289,3.2,6,349,3220,95,158,68,1,0,0,0,0,0,1,1,0,0,17,22
52800,49104,5,8,302,3585,107,183,69,0,0,0,0,0,0,1,1,0,0,17,22
52545,47575,4.5,8,340,3977,113,200,73,0,0,0,0,0,0,1,0,1,0,17,23
50470,46208,4.6,8,239,4474,124,221,78,0,0,0,0,0,0,1,0,1,0,17,25
49690,44936,4.2,8,300,4024,109,193,71,0,0,0,0,0,1,0,0,1,0,17,24
44925,41217,4.6,8,239,4369,118,215,78,0,0,0,0,0,0,1,0,1,0,17,25
43495,39869,3.9,8,280,3768,115,194,73,0,0,0,0,0,0,1,0,1,0,17,24
42845,38792,4.5,8,340,3851,110,197,70,0,0,0,0,0,0,1,0,1,0,17,23
41815,38418,4.6,8,239,4369,118,215,78,0,0,0,0,0,0,1,0,1,0,17,25
40095,36809,3.9,8,280,3768,115,194,73,0,0,0,0,0,0,1,0,1,0,17,24
37530,34483,3.9,8,280,3780,107,186,72,1,0,0,0,0,0,0,1,0,0,17,24
36945,33337,3.5,6,265,4451,106,189,77,0,1,0,0,0,1,0,0,0,0,17,23
35995,32997,4.6,8,275,3790,112,203,74,0,0,0,0,0,0,0,0,1,0,17,23
34495,32033,3.2,6,215,3060,95,160,70,1,0,0,0,0,0,1,1,0,0,17,25
34495,31558,4.6,8,302,4195,115,212,78,0,0,0,0,0,0,1,0,1,0,17,23
33430,30366,3,6,220,3583,104,179,70,0,0,0,0,0,1,0,0,1,0,17,26
31230,28725,3.5,6,250,4675,116,199,79,0,0,1,0,0,0,1,0,0,0,17,23
30895,28318,4.6,8,224,4052,115,212,78,0,0,0,0,0,0,1,0,1,0,17,25
30492,28330,3.8,6,215,4134,109,190,74,0,1,0,0,0,1,0,0,0,0,17,21
30315,27756,4.6,8,239,4057,115,212,78,0,0,0,0,0,0,1,0,1,0,17,25
29595,27148,4.6,8,224,4052,115,212,78,0,0,0,0,0,0,1,0,1,0,17,25
29380,26875,4.6,8,260,3347,101,183,73,1,0,0,0,0,0,1,1,0,0,17,25
27560,24843,3.5,6,240,4387,106,188,77,0,1,0,0,0,1,0,0,0,0,17,22
27370,25105,4.6,8,224,4057,115,212,78,0,0,0,0,0,0,1,0,1,0,17,25
26930,24498,3.9,6,193,4275,121,201,77,0,0,0,1,0,0,0,0,0,0,17,23
26189,23486,3.5,6,194,3651,108,192,72,0,0,0,0,0,0,0,0,1,0,17,26
26000,23764,3.5,6,195,,110,196,73,0,0,0,0,0,0,0,0,1,0,17,25
25717,22604,4.8,8,285,4548,144,222,79,0,0,0,0,1,0,1,0,0,0,17,20
24695,23217,4.6,8,224,4052,115,212,78,0,0,0,0,0,0,1,0,1,0,17,25
24589,22055,3.5,6,194,3651,108,192,72,0,0,0,0,0,0,0,0,1,0,17,26
24345,22856,4.6,8,224,4057,115,212,78,0,0,0,0,0,0,1,0,1,0,17,25
20939,19512,3.3,6,180,3760,104,178,70,0,1,0,0,0,0,0,0,0,0,17,20
20449,19261,3.2,6,193,3836,106,178,70,0,1,0,0,0,0,0,0,0,0,17,21
19479,18253,3.3,6,180,3932,116,203,68,0,0,0,0,1,1,0,0,0,0,17,20
94820,88324,5,8,302,4085,114,196,73,0,0,0,0,0,0,1,1,0,0,16,24
90520,84325,5,8,302,4065,101,179,72,1,0,0,0,0,0,1,1,0,0,16,23
86995,79226,4.2,8,390,4042,102,187,71,1,0,0,0,0,0,1,1,0,0,16,23
86970,80939,5,8,302,4390,122,203,73,0,0,0,0,0,1,0,0,1,0,16,24
81995,74676,4.2,8,390,3865,102,187,71,1,0,0,0,0,0,1,1,0,0,16,23
60670,56474,5,8,302,4230,112,190,71,0,0,1,0,0,1,0,0,0,0,16,24
57270,53382,5,8,302,3815,112,190,71,0,0,0,0,0,0,1,0,1,0,16,20
56595,51815,3.2,6,333,3781,108,177,70,1,0,0,0,0,0,1,1,0,0,16,23
52195,47720,4.4,8,325,4824,111,184,74,0,1,0,0,0,1,0,0,0,0,16,22
52120,48522,3.2,6,349,3540,107,178,68,0,0,0,0,0,0,1,0,1,0,16,21
48195,44170,3.2,6,333,3415,108,177,70,1,0,0,0,0,0,1,1,0,0,16,24
46995,43523,4.6,8,320,4302,116,195,73,0,1,0,0,0,0,0,0,0,0,16,21
41995,39306,5.3,8,300,4760,116,191,79,0,0,0,0,1,0,1,0,0,0,16,19
37000,33873,3,6,225,4023,110,180,73,0,1,0,0,0,1,0,0,0,0,16,23
35725,31361,4.8,8,285,5042,116,199,79,0,1,0,0,0,0,0,0,0,0,16,19
34895,31756,3.5,6,280,4056,112,189,76,0,0,1,0,0,0,1,0,0,0,16,22
33995,30846,4.2,6,201,4340,121,202,77,0,0,0,1,0,0,0,0,0,0,16,23
30295,27479,4.2,6,275,4425,113,192,75,0,1,0,0,0,0,0,0,0,0,16,21
29995,27317,4,6,210,4374,114,190,72,0,1,0,0,0,0,0,0,0,0,16,21
27905,25686,4,6,195,3790,106,181,72,0,1,0,0,0,0,0,0,0,0,16,21
27339,25972,3.5,6,240,3871,106,183,72,0,1,0,0,0,0,0,0,0,0,16,21
25640,23215,4.3,6,190,4309,111,190,78,0,0,0,1,0,0,1,0,0,0,16,20
25520,23275,4,6,190,3575,93,150,67,0,1,0,0,0,1,0,1,0,0,16,19
20615,19400,3.5,6,195,4802,115,194,75,0,0,0,1,0,0,0,0,0,0,16,22
20300,18670,3.7,6,210,3829,131,219,72,0,0,0,0,1,0,1,0,0,0,16,22
20215,18076,3.7,6,215,4542,121,249,80,0,0,0,0,1,0,1,0,0,0,16,21
19635,18630,3.5,6,192,4112,107,180,73,0,1,0,0,0,0,0,0,0,0,16,19
17630,16264,3.7,6,210,3714,112,196,72,0,0,0,0,1,0,1,0,0,0,16,22
16495,14978,3.4,6,190,3925,128,218,75,0,0,0,0,1,0,1,0,0,0,16,20
84600,76417,4.2,8,450,4024,109,191,78,1,0,0,0,0,0,0,0,1,0,15,22
49090,44446,4.2,8,340,3936,104,179,70,0,0,1,0,0,1,0,0,0,0,15,21
45700,39838,4.7,8,235,4740,110,188,74,0,1,0,0,0,1,0,0,0,0,15,19
41250,38851,2.9,6,268,4638,113,189,75,0,1,0,0,0,1,0,0,0,0,15,20
37895,34357,4.2,6,275,4600,113,193,75,0,1,0,0,0,1,0,0,0,0,15,21
36395,33121,4.5,8,315,4309,112,189,76,0,0,1,0,0,1,0,0,0,0,15,19
35515,32243,3.2,6,220,5086,112,187,76,0,1,0,0,0,1,0,0,0,0,15,20
34560,30468,4.6,8,232,5000,119,206,79,0,1,0,0,0,0,0,0,0,0,15,19
33112,30763,3.8,6,215,4718,110,190,75,0,1,0,0,0,1,0,0,0,0,15,19
32235,29472,4.7,8,230,4987,119,201,76,0,1,0,0,0,1,0,0,0,0,15,21
31890,28922,4.2,6,275,4945,129,208,75,0,1,0,0,0,0,0,0,0,0,15,19
31849,29977,4.2,6,275,4967,129,208,76,0,1,0,0,0,1,0,0,0,0,15,20
29670,26983,4,6,210,4463,114,190,72,0,1,0,0,0,1,0,0,0,0,15,20
25395,23043,4.3,6,190,4083,123,205,68,0,0,0,0,1,1,0,0,0,0,15,19
22350,20482,4,6,207,3571,126,203,79,0,0,0,0,1,1,0,0,0,0,15,19
22010,19490,4.6,8,231,4788,126,227,80,0,0,0,0,1,0,1,0,0,0,15,19
20310,18480,4.3,6,200,4142,119,222,79,0,0,0,0,1,0,1,0,0,0,15,21
121770,113388,5.5,8,493,4235,101,179,72,1,0,0,0,0,0,1,1,0,0,14,21
56665,49865,4.5,8,340,4950,112,188,76,0,1,0,0,0,1,0,0,0,0,14,18
52795,48377,5.3,8,295,5367,116,199,79,0,1,0,0,0,0,0,0,0,0,14,18
48040,43556,4.2,8,340,3825,104,179,70,0,0,0,0,0,1,0,0,1,0,14,20
46470,43268,5,8,288,4874,111,183,72,0,1,0,0,0,1,0,0,0,0,14,17
42735,37422,5.3,8,295,4947,130,219,79,0,1,0,0,0,0,0,0,0,0,14,18
41465,36287,5.3,8,295,5050,116,197,79,0,1,0,0,0,1,0,0,0,0,14,18
36100,31689,5.3,8,295,5678,130,222,80,0,0,0,0,1,1,0,0,0,0,14,18
35695,31827,4.7,8,240,5270,118,204,78,0,1,0,0,0,1,0,0,0,0,14,17
33540,29405,5.4,8,300,5464,133,248,80,0,0,0,0,1,1,0,0,0,0,14,18
26650,24926,5.6,8,305,5287,140,224,79,0,0,0,0,1,1,0,0,0,0,14,18
26395,23954,4.3,6,190,4605,111,190,78,0,0,0,1,0,1,0,0,0,0,14,17
25935,23520,3.4,6,190,4435,128,230,79,0,0,0,0,1,1,0,0,0,0,14,17
128420,119600,5.5,12,493,4473,114,196,73,0,0,0,0,0,0,1,1,0,0,13,19
126670,117854,5.5,12,493,4429,101,179,72,1,0,0,0,0,0,1,1,0,0,13,19
76870,71540,5,8,292,5423,112,186,71,0,1,0,0,0,1,0,0,0,0,13,14
64800,56455,4.7,8,235,5590,112,193,76,0,1,0,0,0,1,0,0,0,0,13,17
54765,47986,4.7,8,325,5390,112,193,76,0,1,0,0,0,1,0,0,0,0,13,17
52975,48541,6,8,345,5879,130,221,80,0,0,0,0,1,1,0,0,0,0,13,17
52775,46360,5.4,8,300,5969,119,206,80,0,1,0,0,0,1,0,0,0,0,13,18
46265,40534,6,8,325,6133,130,219,79,0,1,0,0,0,1,0,0,0,0,13,17
42915,39443,4.6,8,302,4834,114,193,76,0,1,0,0,0,0,0,0,0,0,13,18
40340,35399,6,8,300,4804,144,228,79,0,0,0,0,1,1,0,0,0,0,13,17
33840,30815,5.6,8,305,5013,123,207,79,0,1,0,0,0,0,0,0,0,0,13,19
81795,74451,8.3,10,500,3410,99,176,75,1,0,0,0,0,0,1,1,0,0,12,21
72250,65807,4.4,8,282,5379,113,195,76,0,1,0,0,0,1,0,0,0,0,12,16
39250,35777,4.6,8,217,4576,100,185,74,0,1,0,0,0,1,0,0,0,0,12,16
29322,25759,6,8,300,5440,133,256,80,0,0,0,0,1,1,0,0,0,0,12,16
49995,45815,6,8,316,6400,123,190,81,0,1,0,0,0,1,0,0,0,0,10,12
75000,69130,6,12,420,5399,118,204,75,0,0,0,0,0,0,0,0,1,,,
65000,59912,4.2,8,335,5194,118,204,75,0,0,0,0,0,0,0,0,1,,,
41475,36494,6.8,10,310,7190,137,227,80,0,1,0,0,0,1,0,0,0,,,
33500,30710,5.7,8,340,3725,110,190,73,1,0,0,0,0,0,1,1,0,,,
19312,17957,2.4,4,160,3351,108,191,72,0,0,0,0,0,0,0,0,1,,,
17495,16295,2.4,4,160,3020,102,181,67,0,0,1,0,0,0,0,0,0,,,
17232,16196,2,4,120,2744,102,181,67,0,0,0,0,0,0,0,0,1,,,
17200,15922,2.3,4,160,2762,,,,0,0,0,0,0,0,0,0,1,,,
16722,15718,2,4,120,2795,102,181,67,0,0,0,0,0,0,0,0,1,,,
15500,14525,2,4,148,2696,,,,0,0,0,0,0,0,0,0,1,,,
14622,13751,2,4,120,2656,102,181,67,0,0,0,0,0,0,0,0,1,,,
